"","water_year","month","date","species","run","source_tank_id","surgeon","crew","vial_number","weight_gr","fork_length_mm","tag_id_hex","tag_activation_date","anesthetic_time_mmss","anesthetic_time_sec","surgery_time_mmss","surgery_time_sec","recovery_time_mmss","recovery_time_sec","comments","release_container_id","release_id","post_tagging_tank","entered_by","qaqc_by","qaqc_comments"
"54","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","54",5.7,80,"6A25",2025-04-04,"2:11",131,"1:47",107,"1:42",102,"","RT-6","2025-04-09 RT-6",NA,"PH","SB",""
"55","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","55",4.6,74,"6CB5",2025-04-04,"3:11",191,"1:21",81,"2:26",146,"","RT-6","2025-04-09 RT-6",NA,"PH","SB",""
"56","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","56",5.8,81,"6BD9",2025-04-04,"2:53",173,"1:39",99,"2:11",131,"","RT-6","2025-04-09 RT-6",NA,"PH","SB",""
"57","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","57",4.6,74,"7578",2025-04-04,"2:50",170,"2:10",130,"2:37",157,"","RT-6","2025-04-09 RT-6",NA,"PH","SB",""
"58","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","58",5.3,77,"6BEA",2025-04-04,"2:08",128,"2:05",125,"1:21",81,"","RT-6","2025-04-09 RT-6",NA,"PH","SB",""
"59","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","59",4.4,75,"6A99",2025-04-04,"2:34",154,"1:41",101,"1:04",64,"","RT-6","2025-04-09 RT-6",NA,"PH","SB",""
"60","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","60",5.6,79,"8CAE",2025-04-04,"2:05",125,"1:29",89,"1:53",113,"","RT-6","2025-04-09 RT-6",NA,"PH","SB",""
"61","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","61",4.8,71,"6DA2",2025-04-04,"2:09",129,"1:42",102,"2:52",172,"","RT-7","2025-04-09 RT-7",NA,"PH","SB",""
"62","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","62",5.6,79,"6995",2025-04-04,"2:07",127,"1:27",87,"2:00",120,"","RT-7","2025-04-09 RT-7",NA,"PH","SB",""
"63","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","63",6.5,85,"6CB9",2025-04-04,"2:27",147,"1:53",113,"1:09",69,"","RT-7","2025-04-09 RT-7",NA,"PH","SB",""
"64","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","64",4.6,75,"8BBA",2025-04-04,"2:11",131,"1:48",108,"2:35",155,"","RT-7","2025-04-09 RT-7",NA,"PH","SB",""
"65","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","65",6.7,84,"6A97",2025-04-04,"1:50",110,"1:33",93,"2:34",154," ","RT-7","2025-04-09 RT-7",NA,"PH","SB",""
"66","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","66",4.6,74,"6BCD",2025-04-04,"3:00",180,"1:51",111,"4:10",250,"","RT-7","2025-04-09 RT-7",NA,"PH","SB",""
"67","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","67",5.8,77,"6CCD",2025-04-04,"1:50",110,"2:25",145,"2:02",122,"","RT-7","2025-04-09 RT-7",NA,"PH","SB",""
"68","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","68",4.5,75,"6857",2025-04-04,"3:10",190,"1:28",88,"2:41",161,"","RT-7","2025-04-09 RT-7",NA,"PH","SB",""
"69","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","69",6.2,83,"8115",2025-04-04,"2:12",132,"1:37",97,"2:55",175,"","RT-7","2025-04-09 RT-7",NA,"PH","SB",""
"70","2025","Apr",2025-04-08,"Chinook Salmon","fall","BT-1","AC","EH, CR","70",6,81,"895A",2025-04-04,"2:03",123,"1:34",94,"2:30",150,"","RT-7","2025-04-09 RT-7",NA,"PH","SB",""
"71","2025","Apr",2025-04-08,"Chinook Salmon","fall",NA,NA,NA,"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Too many small fish and not enough extra fish, no release can #8",NA,NA,NA,"PH","SB",""
"72","2025","Apr",2025-04-08,"Chinook Salmon","fall",NA,NA,NA,"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Too many small fish and not enough extra fish, no release can #8",NA,NA,NA,"PH","SB",""
"73","2025","Apr",2025-04-08,"Chinook Salmon","fall",NA,NA,NA,"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Too many small fish and not enough extra fish, no release can #8",NA,NA,NA,"PH","SB",""
"74","2025","Apr",2025-04-08,"Chinook Salmon","fall",NA,NA,NA,"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Too many small fish and not enough extra fish, no release can #8",NA,NA,NA,"PH","SB",""
"75","2025","Apr",2025-04-08,"Chinook Salmon","fall",NA,NA,NA,"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Too many small fish and not enough extra fish, no release can #8",NA,NA,NA,"PH","SB",""
"76","2025","Apr",2025-04-08,"Chinook Salmon","fall",NA,NA,NA,"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Too many small fish and not enough extra fish, no release can #8",NA,NA,NA,"PH","SB",""
"77","2025","Apr",2025-04-08,"Chinook Salmon","fall",NA,NA,NA,"77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Too many small fish and not enough extra fish, no release can #8",NA,NA,NA,"PH","SB",""
"78","2025","Apr",2025-04-08,"Chinook Salmon","fall",NA,NA,NA,"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Too many small fish and not enough extra fish, no release can #8",NA,NA,NA,"PH","SB",""
"79","2025","Apr",2025-04-08,"Chinook Salmon","fall",NA,NA,NA,"79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Too many small fish and not enough extra fish, no release can #8",NA,NA,NA,"PH","SB",""
"80","2025","Apr",2025-04-08,"Chinook Salmon","fall",NA,NA,NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Too many small fish and not enough extra fish, no release can #8",NA,NA,NA,"PH","SB",""
"81","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","1",9.4,92,"7B4D",2025-04-04,"2:43",163,"2:47",167,"1:44",104,"","RT-9","2025-04-10 RT-9",NA,"BP","SB","Corrected surgery time from 2:46 to 2:47"
"82","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","2",5.4,78,"8954",2025-04-04,"2:16",136,"2:58",178,"1:30",90,"","RT-9","2025-04-10 RT-9",NA,"BP","SB",""
"83","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","3",6.2,82,"7122",2025-04-04,"2:38",158,"2:45",165,"2:00",120,"","RT-9","2025-04-10 RT-9",NA,"BP","SB",""
"84","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","4",6.4,82,"8968",2025-04-04,"2:32",152,"2:47",167,"2:00",120,"","RT-9","2025-04-10 RT-9",NA,"BP","SB",""
"85","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","5",5.7,79,"8B94",2025-04-04,"2:15",135,"2:50",170,"1:30",90,"","RT-9","2025-04-10 RT-9",NA,"BP","SB",""
"86","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","6",6.9,86,"6D45",2025-04-04,"2:03",123,"2:31",151,"1:30",90,"","RT-9","2025-04-10 RT-9",NA,"BP","SB",""
"87","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","7",6,80,"6CBB",2025-04-04,"3:12",192,"4:02",242,"1:18",78,"weigt approx. due to boat wake","RT-9","2025-04-10 RT-9",NA,"BP","SB",""
"88","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","8",5.3,78,"6CDD",2025-04-04,"1:34",94,"2:45",165,"2:24",144,"","RT-9","2025-04-10 RT-9",NA,"BP","SB",""
"89","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","9",6,80,"6D77",2025-04-04,"3:01",181,"3:20",200,"2:20",140,"","RT-9","2025-04-10 RT-9",NA,"BP","SB",""
"90","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","10",7.1,86,"8496",2025-04-04,"2:15",135,"3:00",180,"2:30",150,"","RT-9","2025-04-10 RT-9",NA,"BP","SB",""
"91","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","11",5.1,76,"6CC5",2025-04-04,"2:11",131,"3:00",180,"1:25",85,"","RT-10","2025-04-10 RT-10",NA,"BP","SB",""
"92","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","12",5.4,79,"8CAD",2025-04-04,"2:20",140,"3:05",185,"2:00",120,"","RT-10","2025-04-10 RT-10",NA,"BP","SB",""
"93","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","13",6.3,82,"6BA6",2025-04-04,"2:56",176,"2:49",169,"2:01",121,"","RT-10","2025-04-10 RT-10",NA,"BP","SB",""
"94","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","14",5,79,"6D3D",2025-04-04,"2:57",177,"2:25",145,"1:23",83,"","RT-10","2025-04-10 RT-10",NA,"BP","SB",""
"95","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","15",4.7,76,"6A74",2025-04-04,"2:10",130,"2:47",167,"1:00",60,"","RT-10","2025-04-10 RT-10",NA,"BP","SB",""
"96","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","16",6.9,83,"6ACB",2025-04-04,"2:27",147,"2:32",152,"1:23",83,"","RT-10","2025-04-10 RT-10",NA,"BP","SB",""
"97","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","17",6,79,"6B2F",2025-04-04,"2:07",127,"2:52",172,"1:15",75,"","RT-10","2025-04-10 RT-10",NA,"BP","SB",""
"98","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","18",6.2,84,"6D4B",2025-04-04,"2:06",126,"2:16",136,"1:25",85,"","RT-10","2025-04-10 RT-10",NA,"BP","SB",""
"99","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","19",8.1,89,"6D15",2025-04-04,"2:17",137,"3:00",180,"1:08",68,"","RT-10","2025-04-10 RT-10",NA,"BP","SB",""
"100","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","20",6.6,85,"6C4B",2025-04-04,"1:36",96,"2:17",137,"1:08",68,"","RT-10","2025-04-10 RT-10",NA,"BP","SB",""
"101","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","21",7.4,86,"896A",2025-04-04,"1:47",107,"2:16",136,"1:11",71,"","RT-11","2025-04-10 RT-11",NA,"BP","SB",""
"102","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","22",5.6,76,"6D05",2025-04-04,"2:24",144,"3:37",217,"1:40",100,"","RT-11","2025-04-10 RT-11",NA,"BP","SB",""
"103","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","23",5.5,78,"74D5",2025-04-04,"2:58",178,"2:29",149,"2:00",120,"","RT-11","2025-04-10 RT-11",NA,"BP","SB",""
"104","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","24",4.4,74,"6C89",2025-04-04,"2:08",128,"3:20",200,"1:43",103,"","RT-11","2025-04-10 RT-11",NA,"BP","SB",""
"105","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","25",5.9,80,"7521",2025-04-04,"2:23",143,"2:08",128,"1:00",60,"","RT-11","2025-04-10 RT-11",NA,"BP","SB",""
"106","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","26",5.4,78,"6DA9",2025-04-04,"2:29",149,"2:44",164,"1:15",75,"","RT-11","2025-04-10 RT-11",NA,"BP","SB",""
"107","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","27",7.1,84,"6DAC",2025-04-04,"2:48",168,"2:45",165,"1:00",60,"","RT-11","2025-04-10 RT-11",NA,"BP","SB",""
"108","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","28",4.7,75,"8A92",2025-04-04,"2:47",167,"2:29",149,"1:42",102,"","RT-11","2025-04-10 RT-11",NA,"BP","SB",""
"109","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","29",6.3,82,"7249",2025-04-04,"2:16",136,"2:08",128,"2:05",125,"","RT-11","2025-04-10 RT-11",NA,"BP","SB",""
"110","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","30",7.1,85,"6B49",2025-04-04,"2:28",148,"2:05",125,"1:37",97,"","RT-11","2025-04-10 RT-11",NA,"BP","SB",""
"111","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","31",6.8,85,"68B6",2025-04-04,"2:22",142,"3:10",190,"1:00",60,"","RT-12","2025-04-10 RT-12",NA,"BP","SB",""
"112","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","32",7,83,"87D5",2025-04-04,"2:30",150,"2:20",140,"1:00",60,"","RT-12","2025-04-10 RT-12",NA,"BP","SB",""
"113","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","33",6.2,82,"6D11",2025-04-04,"2:18",138,"2:05",125,"1:18",78,"","RT-12","2025-04-10 RT-12",NA,"BP","SB",""
"114","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","34",5.2,78,"6BBD",2025-04-04,"3:13",193,"2:44",164,"2:00",120,"","RT-12","2025-04-10 RT-12",NA,"BP","SB",""
"115","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","35",5.1,79,"6B2D",2025-04-04,"1:56",116,"2:40",160,"1:04",64,"","RT-12","2025-04-10 RT-12",NA,"BP","SB",""
"116","2025","Apr",2025-04-09,"Chinook Salmon","fall","BT-2","EH","AC, NJ","36",5.6,80,"6D37",2025-04-04,"2:20",140,"2:59",179,"2:00",120,"","RT-12","2025-04-10 RT-12",NA,"BP","SB",""
